bca_id,building,award,fy,gfa,address,postal_code,district,developer,architect,structural_eng,me_eng,land_cons,qs,main_contractor,fac_mgt,esd_cons,esco_cons,green_cons,description,green_features,building_use
4FE49A07-A030-4BB7-B989-BCD049675CE9,StarHub Green (2nd Re-certification),Green Mark Gold,FY16,41473.9,"67 Ubi Avenue 1, Singapore 408942",408942,14,Ubitech Hub Pte Ltd,,,,,,,Johnson Controls (S) Pte Ltd,-,Jones Lang LaSalle Property Consultants Pte Ltd,-,Starhub Green is located at the Ubi District in Singapore. With a gross floor area exceeding 41 473.90 sqm the high-tech development comprise of two connecting glass buildings rising up to seven storeys. Designed to meet high specification requirements Starhub Green Building has a total net lettable area of 37 660.50 sqm. All areas are air-conditioned except for the carpark.,"[""Extensive use of the natural lighting from skylight to reduce the energy consumption of surrounded lighting at the main lobby and canteen.2. The building adopts a 'layered space' approach to create some transitional highlights within a large site especially the central atrium courtyard. It gives a quiet retreat for its tenant as well as a mini event space.3. Motion sensors are installed at all staircases and toilets to optimize the artificial lighting energy used""]",Office
886DC0EF-D7BF-4346-8C9E-2393EBA9CD33,AMK Tech I,Green Mark Certified,FY10,42980,Blk 1 & 3 Ang Mo Kio Industrial Park 2ASingapore 568049,568049,20,Housing & Development Board,Housing & Development Board,Housing & Development Board,Housing & Development Board,Housing & Development Board,,Chew Eu Hock Construction Co (Pte) Ltd,,-,-,-,"AMK Tech I managed by HDB is a 2-block light-and-general trade industrial property sitting on an area of approximate 20 200m2. The first project completed in 1998 under the HDB’s 10-year Industrial Redevelopment Programme this 7-storey flatted development in Ang Mo Kio Industrial Park 2A houses a total of 187 industrial units with a canteen at its 2nd storey linking up both blocks. Parking spaces are found at the basement of the industrial blocks.
 ","['·         Natural ventilation with maximum daylight into the common areas', '·         Proactive facility management practices towards environmental', '          sustainability including close monitoring of energy and water', '          consumptions via the Utilities Monitoring Database', '·         Use of energy efficient AC VVVF lifts with the lights and ventilation fan', '          automatically switched off when lift not in use for more than 30 minutes', '·         Electrical and water sub-metering for tenanted areas', '·         A PUB Water Efficient Building', '·         Bins for recyclables at passenger lift lobbies to encourage tenants’', '          participation in recycling activity', '·         Use of horticulture compost bin for horticulture waste e.g. fallen leaves', '          and dry grass as fertilizers for the landscape within the development', '·         Segregation of wastes between recyclables and non-recyclables at the', '          bin centre', '·         Green Guide including preventive measures for dengue fever avian', '          influenza and Influenza A; SOPs/guidelines for SARS to generate', '          awareness of good environmental practices among tenants and', '          contractors', '·         Raised-up loading/unloading bays which utilize no electricity']",Industrial
8876B694-F07A-4B15-A095-96BCF9BC1DD0,Seletar Airport Passenger Terminal,Green Mark Platinum,FY18,9950.75,"21 Seletar Aerospace Road 1, Singapore 797405",797405,28,Civil Aviation Authority of Singapore,3HPArchitects Pte Ltd,,Gims & Associates Pte Ltd,PDAA Design Pte Ltd,,Takenaka Corporation Singapore Office,Surbana Jurong Consultants Pte Ltd,-,-,-,The new Seletar Airport Passenger Terminal is a two-storey building designed to provide passengers with a quick and stress-free clearance process when travelling through the airport. Located at 21 Aerospace Road the terminal includes operational areas to facilitate passenger movement office spaces and a car park.,['Installation of energy efficient water-cooled chilled-water plant with system design efficiency of 0.57 kW/RT. Low ETTV of 30.12 W/m2 with the use of low-e and laminated glass. Use of energy efficiency LED and T5 lightings. Extensive installation of 3-ticks WELS rating water efficient fittings for the building. Extensive use of green concrete and locally certified environmentally friendly for the building. Use of automatic condenser tube cleaning system for chillers. Use of direct driven multi-plug fans for Air Handling Units'],Institutional
887EB1C6-3009-47EF-95D2-F5B0435B7A3A,Nan Chiau Primary School,Green Mark Gold Plus,FY18,25186.39,"50 Anchorvale Link, Singapore 545080",545080,19,Ministry of Education,,,,,,,,-,-,-,-,['-'],Institutional (School)
88EE9B2C-DD05-4EEB-81CF-8FF231C4F732,"NUS Faculty of Science, Chemistry Lab, Tahir Foundation Building (MD1 Level 14)",Green Mark Platinum,FY17,1486.58,"12 Science Drive 2, Singapore 117549",117549,5,NUS,,,CPG Consultants Pte Ltd,,,,"Office of Facilities Management, NUS",-,-,-,MD1 Level 14 has a suite of seven modular laboratories with shared instrumental lab and core facilities with student write up areas and offices.,['Autosash controls installed for all fumehoods2. Energy efficient LED and T5 lighting3. Energy efficient chilled water supply4. Energy efficient air distribution system5. Segregation of areas with different ACH design6. Motion detectors for lighting control in toilets and staircases7. Extensive use of SGBC/SGLS products'],Others
88f37be3-527b-43b2-89b4-5e03e13f9b07,CONCORDE HOTEL SINGAPORE,Green Mark Certified,FY22,35381.11,100 ORCHARD ROAD,238840,-,LUXURY HOTELS (1989) PTE LTD,,,ACE-TECH CONSULTANT,,,,PATRICK LOW,-,-,-,"407 ROOMS, 9-STOREY HOTEL OF APPROXIMATELY 35,381.811 M2 LOCATED AT 100 ORCHARD ROAD, SINGAPORE 238840",['-'],Hotel
894C03D4-5FBF-42F6-B697-D5FD4CCF77DE,Admirax,Green Mark Gold,FY20,54054,"8 Admiralty Street, Singapore 757438",757438,-,ADM PRIZE SG (SINGAPORE) PTE LTD,,,,,,,,-,-,-,-,['-'],Industrial
89590CF3-B09A-4559-A748-77095F006FC2,CRH Group Services Limited (Singapore Branch),Green Mark Certified,FY14,0,"6 Battery Road, #17-06",49909,1,CRH Group Services Limited (Singapore Branch),,,,,,,Metropolitan Green Design and Technology,-,Colliers International,-,The project involes the retrofit of a 3 000 square feet space into a Green Mark Certified office. Located in 6 Battery Road - a Green Mark Platinum buidling - the office is to be utilized as the Asia Pacific headquarters for CRH Services a public listed global materials supplier.,"['Extensive use of energy efficient LED and T5 lighting', 'Extensive use of Energy Star rated office equipment', 'Extensive use of sustainable construction products during construction']",Office Interior
895DE0F2-0151-46B8-8D7A-000FA490DEC4,Capital Tower,Green Mark Gold,FY06,95505,"168 Robinson Road, Capital Tower (068912)",68912,1,,RSP Architects Planners and Engineers (Pte) Ltd,Maunsell Consultants Pte Ltd,Parsons Brinckerhoff Pte Ltd,PDAA Design Pte Ltd,,,,-,-,-,Capital Tower is a 52-storey office building located in the Central Business District completed in 2000 with a gross floor area of about 1 million sq ft. The building incorporates a number of environmentally-friendly technologies.,"['Use of energy recovery wheel for the air-conditioning system', 'Recycling of condensate from the air handling unit to be used as top-up water for cooling towers', 'Use of chiller cleaning system to maintain the efficiency of air-conditioning system', 'Use of motion detector at lift lobby and toilets', 'Carbon dioxide and carbon monoxide monitoring']",Commercial
8972009B-5D68-480F-A5A5-50C88E0984E7,Merrill Lynch HarbourFront (1st recertification),Green Mark Gold,FY14,22721,"2 Harbourfront Place, Singapore 098499",98499,4,DBS Trustee Ltd,,,,,,,Mapletree Commercial Property Management Pte Ltd,-,Johnson Controls (S) Pte Ltd,-,Merrill Lynch Harbourfront was certified Green Mark Gold under Green Mark for New Buildings during the construction stage in 2009 and this project is a re-certification of its Green Mark status under Green Mark for Existing Buildings. Merrill Lynch Harbourfront is a 6-storey building with 1 level of basement for car park. A single tenant is occupying the entire building. The total GFA is 22 721 sqm. All areas are served by a water-cooled chiller system except for the server room which is served by an air-cooled system.  The building is located at 2 Harbourfront Place Singapore 098499.,"['Autotube cleaning system for the chillers', 'Awarded PUB Water Efficient Building certificate', 'Long elevations of building faces North and South directions and usage of low-e double glazed curtain wall system']",Office
89840E52-C1B8-42B5-B269-C5C94364D7A2,Admiralty Flora,Green Mark Gold,FY19,59496.1,"Blocks 691, 691A, 691B, 691C, 691D & 692, Woodlands Drive 73, Singapore 730691, 731691, 732691, 733691, 734691 & 730692",-,73,Housing & Development Board,Ang Mae-Li,Cheang Mun Keong Thomas,,Newcon Builders Pte Ltd,,,,-,-,-,-,['-'],Residential
8987C65A-B7A5-4E80-8C2F-18D9B2037DAF,"Citi, 3 Changi Business Park Crescent",Green Mark Platinum,FY09,21192.97,3 Changi Business Park CrescentSingapore 486026,486026,16,,ADDP Architects,KTP Consultants Pte Ltd,"J Roger Preston (Singapore) Pte Ltd (Base Build), BESCON Consulting Engineers Pte (Tenancy Fit-Out)",Martin Lee Design,,Lum Chang Building Contractors Pte Ltd,G-Energy Global Pte Ltd,-,-,-,A 8 storey built-to-suit development for Citi by A-REIT is located at Changi Business Park. It will form part of a complex of buildings being developed by A-REIT consisting of 3 blocks of business park space along with amenity spaces.,"['Estimated energy savings: 1 633 767KWh/yr and water savings: 7 054m3/yr', ""Passive solar design using double glazed low energy glass to ensure solar penetration into the building\\\\\\'s internal air-conditioned spaces is minimised"", 'Collection of grey water from floor traps basin water and condensate water from AHU will be filtered and recycled for use in toilet flushing system', 'Rain water is harvested for irrigating landscape area with storage capacity of three days usuage combined with an efficient drip & sprinkler irrigation system utilised at the landscaped areas and rain sensors to enhance efficiency of water consumption', 'Extensive landscape at 1st 3rd 5th 7th levels & roof top give occupants a pleasant green outlook from their workspaces and recreational space at the roof']",Office
89880189-5B75-4A31-9AA7-963913C125F4,One George Street Tenant Service Centre,Green Mark Gold Plus,FY18,68,"1 George Street, #02-01, Singapore 049145",049145,1,One George Street LLP,,,,B K Civil & Construction Pte Ltd,,,,-,-,-,-,['-'],Office Interior
89A83683-0FF6-4034-B425-C51E9BCFCF15,NUHS Tower Block,Green Mark Gold Plus,FY10,35139.28,1E Kent Ridge Road Singapore 119228,119228,5,National University Health System (NUHS),DP Architects Pte Ltd,Beca Carter Hollings & Ferner (S.E.A.) Pte Ltd,Beca Carter Hollings & Ferner (S.E.A.) Pte Ltd,DP Architects Pte Ltd,,Koon Seng Construction Pte Ltd,Keppel (FMO) Pte Ltd,-,SM Foundation Machinery Pte Ltd,-,The NUHS Tower Block is a 14-storey administrative building located beside the existing lush greenery of Kent Ridge. It consists of a 1st storey entrance floor of common facilities 4 carpark floors 8 offices floors followed by a rooftop garden and Sports Hall.,"['  Use of energy efficient low-E double glazed glass', 'Light harvesting airwell', 'External courtyard stair', 'Power monitoring of office floors at reception lobby', 'Green wall and roof garden']",Office
89AA47E4-E5E4-4F59-BBDE-ECB001D13004,Modern Eco Home @ Chatsworth Park,Green Mark Gold,FY13,1693,"5 Chatsworth Park,Singapore 249812",249812,10,Goh Chiat Jin,eco-id architects pte ltd,MSE Consultants Pte Ltd,WN Consultants,Watermount Gardens Pte Lrd,,Huat Builders Pte Ltd,,-,-,-,"Modern Eco homes@5 Chatsworth Park located at district 10. Land area of 4040.9 sq m sited a 2-storey Conservation and Modern homes with total GFA of 1693.58sqm.
 ","['Solar system with high capacity of 23.214kWp', 'Landscape with rainwater harvesting system for landscape irrigation and 70% of landscape with rain sensors and drip irrigation', 'Landscape design that uses tropical plants species that suits and the climate and soil condition and plants that require very minimal irrigation', 'Better efficient lightings are used in all habitable spaces and led light for ambient ligting purposes', 'Solar water heaters']",Residential
89AD578B-64CC-46EA-A819-740525194FB1,Ocean Financial Centre,Green Mark Platinum,FY08,96062.8,10 Collyer QuaySingapore 049315,49315,1,,Architects 61 Pte Ltd / Pelli Clarke Pelli Architects Inc.,T.Y.Lin International Pte Ltd,Parsons Brinckerhoff Pte Ltd,Tierra Design (S) Pte Ltd,,Obayashi - Woh Hup Joint Venture,Pelli Clarke Pelli Architects Inc.,WindTech Consultants,"ALT Cladding, Inc, (Access & Maintanence) Mr Lee Herzog",-,Ocean Financial Centre is a 43 storey office building reconstructed from existing Ocean Tower to a 5 storey carpark with 1st shopping &  existing 3 basements with new underground pedestrian / shopping mall.,"['Efficient Chiller Plantroom System - Use of Energy Efficient Plantroom system', 'Regenerative Drive Lift System - Use of Regenerative Drive System for all Low Mid and High Rise Lifts', 'Efficient Lighting Control - Use of energy efficient lighting and motion sensors for all toilets and staircases. Provision of photosensor for controlling lobby lightings', 'Extensive Landscaping Roof Garden and Vertical Greening - Extensive vertical greening and roof gardens are designed for the development. Automatic and effective irrigation system for the large greenery area is adopted', 'Photovoltaic Cells System - Use of building integrated photovoltaic to harness solar energy', 'Eco Office System - Eco Switch Control Programme provides an option for tenants to control the temperature and also light fittings to minimize the power consumption during off-peak and lunch hour', 'Paper Recycling Chute System - An integrated paper recycling facility providing a convenient way for various offices and users to recycle their paper waste. It will be a concerted effort by the building management to achieve 100% recycling of all paper', 'waste generated by the development']",Commercial
89BFFF65-E5D8-4279-846F-BFAEA05E4F73,Tech-Link Centre,Green Mark Gold Plus,FY18,9045.93,"2 Loyang Way 1, Singapore 508703",508703,17,Tech-Link Storage Engineering Pte Ltd,ID Archtects Pte Ltd,PDC consulting Engineers,,Range Construction Pte Ltd,,,,-,-,-,-,['-'],Industrial
89C41DFE-4F4A-4744-9363-2A84169A2216,Hubert DC,Green Mark Platinum,FY18,0,"1 Ang Mo Kio Electronics Park Road, ST Engineering Hub, Singapore 567710",567710,20,ST Electronica (Info-Software Systems) Pte Ltd,,DSCO Group Pte Ltd,,,,,,-,-,-,-,['-'],Data Centre
89DDC54A-6727-4EE7-9356-0811D6E2D363,Cyber Security Agency,Green Mark Gold Plus,FY20,1233,"Maxwell Road, #16-00, Tower Block, MND Complex, Singapore 069110",69110,1,Cyber Security Agency,,ENGIE Property Services Pte Ltd,,P&A Link Pte Ltd,,,,-,-,-,-,['-'],Office
89F5DF25-BC58-4818-86A7-63FAFF46A003,Marina Bay Financial Centre (Phase 1),Green Mark Gold,FY08,189000,"8 Marina Boulevard, Marina Bay Financial Centre S(018981)",18981,1,,DCA Architects Pte Ltd,Meinhardt (Singapore) Pte Ltd,Meinhardt (Singapore) Pte Ltd,Tierra Design (S) Pte Ltd,,Kajima-Tiong Seng Joint Venture,,-,-,-,Marina Bay Financial Centre (Phase 1) has a podium block with 5 levels of carparks 2 office tower blocks consisting of 33/50-storeys 2 basement carparks and underground pedestrian network (also for retail use). It is located at Marina Boulevard/ Central Boulevard.,"['District Cooling System', 'Pneumatic chute conveyance system', 'Heat Recovery System', 'Sustainable Building Construction using steel and drywall construction', 'Designated lots for hybrid cars', 'Use of alternative source of water for ground improvement works']",Office
89F85AC3-5ECF-4586-8298-D187E36CC010,West Rock @ Bukit Batok,Green Mark Gold Plus,FY18,64812,"Bukit Batok West Avenue 8, Singapore",0,0,Housing & Development Board,Ong&Ong Pte Ltd,Rankine & Hill (Singapore) Pte Ltd,,Hock Guan Cheong Builders Pte Ltd,,WT Partnership (S) Pte Ltd,,-,-,-,-,['-'],Office
9be7b15a-e074-401f-b8f5-e7a17afd915a,Yew Tee Point,Green Mark Certified,FY21,10880,21 Choa Chu Kang North 6,689578,23,,,,,,,,Frasers Property Retail Management,Johnson Controls (S) Pte Ltd,Johnson Controls (S) Pte Ltd,-,"The 2-storey mall also offers a plethora of beauty, healthcare, fashion, lifestyle and educational services to cater to the needs of the residents in the neighbourhood.","['Environmental Policy is set in place to minimize waste and pollution', 'Recycling bins are put in place to encourage recycling', 'All lighting are changed to LED to reduce energy usage']",
9BF46F06-D5C3-4FD9-A6AA-D7120784AD3D,Tampines Green Foliage,Green Mark Gold Plus,FY19,75189.16,"Blk 645A, 645B, 646B, 646A, 645, 646 Tampines Street 62, Singapore 521645, 522645, 522646, 521646, 520645, 520646",0,0,Housing & Development Board,Ong&Ong Pte Ltd,Rankine & Hill (Singapore) Pte Ltd,,,,WT Partnership (S) Pte. Ltd.,,-,-,-,-,['-'],
93069E73-F733-45DE-B400-4B9119A92703,"UE BizHub EAST Hotel Suites, Servied Offices & Convention Centre",Green Mark Gold,FY10,15554.28,"2, 4, 6 and 8 Changi Business Park Aveune 1, Singapore 486015",486015,16,United Engineers Developments Pte Ltd,CPG Consultants Pte Ltd,CPG Consultants Pte Ltd,J. Roger Preston (S) Pte Ltd,Martin Lee Designs,,,Aurecon Singapore Pte Ltd,-,-,-,"UE BizHub EAST is a mixed development comprising two 9-storey business park buildings a 9-storey hotel building as well as an iconic convention centre and extensive retail / F&B space in the basement and first storey. The development also fronts a landscaped Urban Plaza that will visually and physically link the developments within Activity Hub 1 to the Expo Station Singapore Expo as well as the Central Garden within Changi Business Park.
 ","[' Use of LED downlights in all hotel rooms', ' Heat exchanger wheel for the energy recovery system', ' Use of recycled products e.g. pre-cast wheel stoppers channel drains / road kerbs as well as green wall (dry wall system) to replace brick walls for all shared walls between hotel rooms', ' Vertical greening']",Mixed Development
930918D3-B5B6-49EB-ADA9-4D108E60812D,Singapore American School (1st Re-certification),Green Mark Gold,FY16,99044,"40 Woodlands Street 41, Singapore 738547",738547,25,Singapore American School Limited,,,,,,,Kaer Pte Ltd,-,Kaer Pte Ltd,-,Singapore American School (SAS) is an independent non-profit coeducational college preparatory day school offering an American-based curriculum for preschool through grade 12. The 36-acre campus located in the Woodlands area of Singapore has three distinct divisions: elementary school middle school and high school. A separate and purpose-built early childhood center (ECC) provides a special learning environment for preschool and pre-kindergarten students.With a total gross floor area of 99 044m2 SAS has three 3-storey blocks two 4-storey blocks and basement carparks on two of the blocks.,['A 1 MWp solar panel is installed and harnesses about 1 000 000 kWh annually which is equivalent to about 10% of the total building electricity consumption2. The use of energy efficient lightings in all areas such as classrooms carparks common corridors and offices3. The use of energy efficient motion sensors in washrooms and carpark'],Institutional (School)
93104807-5180-4004-b56d-8fcc9ab1c43d,Shaw House,Green Mark Gold,FY22,48930,"350 Orchard Road, Shaw House, 238868",238868,-,Shaw House Pte Ltd,,,,,,,Steven Tan,-,-,-,"Shaw House is mix development building with 23 storey and 1 basement. Its consist of 5 storey retail, 2 stroey cinema, 11 storey of office with shared carpark with Shaw Centre at 350 Orchard Road,",['-'],
931C7404-530D-4C99-BA27-2410CDA7BECD,Singapore Tourism Board Data Centre,Green Mark Gold,FY13,76,"Tourism Court, 1 Orchard Spring Lane, Level 8, Singapore 247729",247729,10,Singapore Tourism Board,,,Emerson Network Power (Singapore) Pte Ltd,,,Hewlett-Packard Singapore (Sales) Pte Ltd,Hewlett-Parkard Singapore (Sales) Pte Ltd,-,-,-,The Data Centre is an enterprise data centre which adopted some of the best practices for data centres in energy efficiency management.,"['Achieved the SS564 certification: Singapore Standard for Green Data Centres – Energy and environmental management systems', 'Power Train Efficiency of 90%.(Power Train Efficiency is the efficiency of the electrical power supply system in providing the required level of redundancy while maintaining high load factors)', 'Data Centre is equipped with energy metering to provide total facility power and energy usage and total IT equipment power to determine the PUE number']",Data Centre
932B0583-EF33-421F-B668-4D8116B8376C,"Economic Development Board Singapore (Level 18, 20-23, 25-28 Raffles City Tower)",Green Mark Gold,FY15,9295,"250, North Bridge Road, #28-00 Raffles City Tower, Singapore 179101",179101,6,Economic Development Board Singapore,,,WSP Ng Pte Ltd,,,Merx Construction Management Pte Ltd,HASSELL,WSP Ng Pte Ltd ,CBRE Pte Ltd ,-,This is a new office fit-out that occupied by EDB Singapore. This fit-out has gross floor area approximately 9 098 m2 that occupy level 18 20-23 25-28 at Raffles City Tower. It is an administration office space that includes open/private offices meeting/conference rooms and breakout area.,['Energy efficient lighting system 2. Automatic on/off control for all lights 3. Energy efficient equipment/appliances'],Office Interior
93711B52-B25C-4F62-B1D8-B8FC7510CA72,King's Centre,Green Mark Platinum,FY17,11847,"390 Havelock Road, Singapore 169662",169662,3,City Developments Ltd,,,,,,,CBM Pte Ltd,CBM Solutions Pte Ltd,CBM Solutions Pte Ltd,-,King's Centre is a commercial building which is part of an integrated development comprising of 8 storey office cum retail building and a 30 storey hotel centrally located at the fringe of Orchard Road shopping belt along the prime waterfront of the Singapore River District.,['Use of solar photovoltaic to harvest renewable energy2. Use of energy efficient lifts with VVVF and sleep mode features3. Use of â€˜Very Goodâ€™ and â€˜Excellentâ€™ WELS rating tap fittings4. Use of motion sensors and motion sensors with dimmer at staircases toilets and car park5. Use of energy efficient T5 and LED lightings6. Green Roof7. Use of SGBC certified products'],Commercial
93BFDEDD-900F-4D81-9968-D69BB436C2C0,Fusionopolis Phase 2A @ one-north,Green Mark Platinum,FY12,103593,"2, 4 and 6 Fusionopolis Way",138634,5,Jurong Town Corporation,P & T Consutlants Pte Ltd,Arup (Singapore) Pte Ltd,Parsons Brinkerhoff Pte Ltd,,,,,-,-,-,"Located at a 1.3-hectare site at Fusionopolis Way/Ayer Rajah Avenue Fusionpolis Phase 2A
will comprise a new science and engineering R&D complex.
With 103 600 m2 of gross floor area the new complex will have office spaces dry and wet laboratories clean-room facilities and ground-floor retail units.","['Estimated energy savings: 14 839 226 kWh/yr; Estimated water savings: 156 890 m3/yr', 'Chiller plant with efficiency of 0.63kW/RT', 'Permanent measurement and verification instrumentation for the monitoring of chilled-water plant efficiency and heat balancing', 'Low-e double glazing for vision panel to achieve ETTV of 34.75W/m2', 'Integrated heat pipes design for cooling coil at MAHU for efficient dehumification and temperature control', 'High Performance Fan Filter Unit with DC motor to achieve lower saving', 'Usage of SGLS certified carpets laminates waterproofing system external paint and dry-wall partitions. Timber decking raised floor ceiling panel made up of more than 30% recycled content']",Office
93E96670-B9CE-46AD-9314-89BFA80DAD6B,Golden Village Yishun Multiplex,Green Mark Gold,FY11,4181,"51 Yishun Central 1, Singapore 768794",768794,27,Golden Village Multiplex Pte Ltd,SC3 Design + Architects,,PCA Consulting Engineers,,,TKC Builders Pte Ltd,Golden Village Multiplex Pte Ltd,Green Dot Consulting Pte Ltd,Equation Energy Ltd,-,Addition and Alteration works on 4 storey cinema on Lot 01638L Mk19 at 51 Yishun Central 1 S(768794),"['Estimated energy savings: 361 515 kWh/yr; Estimated water savings: 986 m3/yr', 'Misting technology to improve efficiency of air-cooled package unit by 10% to 30% and use of Gelair to kill viruses mould and bacteria in the air-conditioning system', 'Use of LED lights in the foyer and seat markers motion sensors in toilets and CO2 sensors for demand based ventilation', 'Implementation of ticketless ticketing and use of electronic poster boards to reduce the use of paper', 'Provision of WELS rated “Excellent” water fittings and recycling facilities']",Commercial
93f98278-7616-4ad6-ab28-2dac1720af38,888 Plaza,Green Mark Gold,FY22,7350,"888 Woodlands Drive 50, Singapore 730888",730888,-,Housing & Development Board,,,,,,,CPG Facilities Management Pte Ltd,Johnson Controls (S) Pte Ltd,,-,"888 Plaza is a one-stop shopping centre that can satisfy all needs for a wide variety of goods and services. It also consists of two well patronized food courts and a fast food restaurant, bank, childcare center and tuition center. All common area are natural ventilated with motion sensor to control the lighting at the toilets.",['-'],Retail
94292FC2-5232-41DA-9F32-D5CB72A7A14B,FairPrice Finest Supermarket at Triple One Somerset,Green Mark Gold Plus,FY20,1085.89,"111 Somerset Road, Triple One Somerset, #01-01/02, #01-21 to 30, Singapore 238164",0,0,NTUC Fairprice Co-operative Ltd,,CCA & Partners Pte Ltd,,Viplas Engineering Pte Ltd,,,,-,-,-,-,['-'],Office
942C68EB-C588-491F-9CC7-58691A414465,Keppel Tampines Logistics Hub,Green Mark Gold,FY15,37186,"27 Greenwich Drive, Singapore 533912",533912,19,Keppel Logistics Pte Ltd,ID Architects Pte Ltd,BK Consulting Engineers Pte Ltd,PDC Consultanting Engineers,,,HPC Builders Pte Ltd,GreenA Consultant,-,-,-,Erection of a block of 4-storey single-user warehouse building with ancillary office,['Good ETTV of less than 40W/m22. Installed energy efficient air-conditionings and lighting.3. Use of sustainable architectural products'],Industrial
94697952-c109-4b28-8274-50d077ba56c3,Bedok Green Primary School,Green Mark Gold,FY21,18341.48,"1 Bedok South Ave 2, Singapore 469317",469317,16,Ministry of Education,,,,,,,Chemicrete Enterprises Pte Ltd,-,-,-,"Bedok Green Primary School is located at 1 Bedok South Ave 2, Singapore 469317 with a Gross floor area of 18,341.48 m2. The school is equipped with facilities like classrooms, computer and science laboratories, and music room. To encourage a healthy lifestyle, the school provides sport facilities like a fitness corner, indoor sports hall and a field.","['Energy and water usage are monitored and documented with reasons for high and low consumption. These information on trends of energy and water utilization are communicated to both staff and students to encourage them to reduce consumption if necessary', 'A range of native plants are planted in the school and labels are display on the information of each plant to provide student with knowledge on these native plants', 'Green Ambassadors are appointed to ensure that green practices are carried out in the school and to influence their peers to adapt environmentally friendly habits']",Office
946AB747-E943-44A0-82E2-24DB1E8EF7CF,Paragon,Green Mark Certified,FY19,94391.98,"290 Orchard Road, Singapore 238859",238859,-,SPH Retail Property Management Services Pte Ltd,,,,,,,,-,-,-,-,['-'],Commercial
948AAC93-7C67-44F1-9E78-4199F9F49E86,Naval Base Secondary School,Green Mark Gold,FY19,23124,"901 Yishun Ring Road, Singapore 768689",768689,27,Ministry of Education,,,,,,,,-,-,-,-,['-'],Institutional (School)
948B00E2-C74C-4B1E-8C64-40292872A583,Singapore Changi Airport Terminal 3 (1st Re-certification),Green Mark Gold,FY16,465219.66,"Terminal 3, 65 Airport Boulevard, Singapore 819663",819663,17,Changi Airport Group (Singapore) Pte Ltd,,,,,,,Parsons Brinckerhoff Pte Ltd,-,CPG Facility Management Pte Ltd,-,Changi Airport Terminal 3 is a 7-storey passenger terminal with 3 basement levels and 4 above ground buildings with a total gross floor area of 465 219.66 m2. The unique features in Terminal 3 set new benchmarks for airport passenger terminals worldwide in terms of passenger experience -- not just an airport about travelling but offers a wide choice of facilities and amenities. In its design Terminal 3 incorporates a suite of innovative and cutting-edge environmentally friendly design elements which distinguishes it from other commercial developments in Singapore.,['Innovative roof design using 919 skylights to infuse interiors with natural daylight creating a sense of spatial comfort and soothing ambience. The impact of the well-designed intelligent day lighting system with double-glazed low-e glass skylight provides a â€˜coolâ€™ source of light and reduces reliance on electrical lighting and in turn minimizes cooling load.2. Computer controlled sunshades with the capacity to adjust its orientation automatically according to sun path installed along entire west facing building faÃ§ade to avoid the glare and heat infiltration into the terminal.3. Air-conditioning distribution for Terminal 3 departure hall is diffused at level close to the occupied zones by jet diffusers. The resulting stratification avoids cooling of the upper unoccupied space and helps in saving energy'],Institutional
94A72F73-8430-4352-937E-57FF632509D6,JLL,Green Mark Platinum,FY20,4296.8,"1 Paya Lebar Link, #10-08 Paya Lebar Quarter Tower 2, Singapore 408533",-,14,Jones Lang LaSalle Property Consultants Pte Ltd,,WSP,,TBD,,,,-,-,-,-,['-'],Office Interior
94ABFB1A-92A1-461E-9DF9-7EAA457EE248,Fairsteps Properties Pte Ltd,Green Mark Certified,FY15,466,"9 Tampines Grade, #01-17/18 Management Office Singapore 528735",528735,18,Fairsteps Properties Pte Ltd,,,,,,,,-,-,-,Fairsteps Properties Pte Ltd is the facility management company serving Tampines Grande. The Management office consists of 5 staff occupying an area of 122sqm.,['T5 lights for offices 2. Light zoning within office 3. Greenery within office'],Office Interior
94ac54a0-8550-4141-af15-11aee579d28e,Chinatown Point,Green Mark Gold,FY22,53610.72,"133 New Bridge Road, Singapore 059413",059413,-,MCST 1789,,,,,,,CBRE,Kaer Pte Ltd,,-,"Chinatown Point is a mixed development which includes a 25-storey office tower and a shopping mall. Constructed in the 1990s, the mall underwent A&A in 2010 to 2013.",['-'],Mixed Development
94B7F5E3-FADA-41EE-9B74-E3D516C8BF23,Verizon Communications Singapore Pte Ltd,Green Mark Gold Plus,FY15,0,"10, Collyer Quay, #16-01, Ocean Financial Centre, Singapore 049315",49315,1,,,,J. Roger Preston,,,SCA Design,,-,-,-,Office Fit Out Works Ocean Financial Centre Level 16 / 2000sqm,"['Use of energy efficient lightings with mainly LED lights', 'Proper zoning of lightings with the usage of toggle switch after office hours', 'Provision of proper zoning and control for air-conditioning', 'The office is equipped with an internal Environmental Monitoring system', 'Welcomes temporary staff from all over the world to work in']",Office Interior
94C64101-22C3-41D8-B54F-F08BBBD865D7,Tang Shan TCM,Green Mark Certified,FY18,206,"180 Kitchener Road, #B2-42/43 City Square Mall, Singapore 208539",208539,8,TANG SHAN TCM,,,,,,,,-,-,-,-,['-'],Retail (Tenant)
