bca_id,building,award,fy,gfa,address,postal_code,district,developer,architect,structural_eng,me_eng,land_cons,qs,main_contractor,fac_mgt,esd_cons,esco_cons,green_cons,description,green_features,building_use,building_use_manual,main_category,main_category_grouped
503FF2DB-06A3-4CD4-9EF0-FB59D7EA89B0,Kelvin & Lee Food Pte Ltd,Green Mark Certified,FY17,235,"180 Kitchener Road, #03-37/38, City Square Mall, Singapore 208539",208539,8,Kelvin Lee & Food Pte Ltd,,,,,,,,-,-,-,Since the opening of the first 200-seater restaurant at Thomson Plaza in 1979 Swensenâ€™s has expanded to over 20 full-service restaurants serving an all-day menu of food and ice cream sundaes. Type of Use: Restaurant Size: 235 m2 No of storey: 1 Location #03-37/38,['Use of lighting controls for balcony signage 2. Use of energy-efficient LED lights 3. Use of water-saving tap aerator'],Retail,['office/commercial'],['smart & healthy building'],['smart & healthy building']
505d50e7-0c84-4fe1-84c8-3216faad6811,UOB Corporate Real Estate Services,Green Mark Gold Plus,FY21,827,"One Raffles Place, Tower 1, #13-01, Singapore",48616,1,United Overseas Bank,,,UNITED PROJECT CONSULTANTS PTE LTD,,,Yongway Contract & Construction Pte. Ltd.,Jones Lang LaSalle Property Consultants Pte Ltd Singapore,G-Energy Global Pte Ltd,-,-,"This project is a new office space for UOB Corporate Real Estate Services with GFA of 818 sqm, which located at level 13 of One Raffles Place Tower 1. The office consisting of open workspace, enclosed shared offices, meeting room and ancillary office spaces such as pantry, copier areas, toilets, etc.","['Adopt LED Lightings for all office area', 'Adopt motion senor for lighting control at meeting rooms, pantry and corridor', 'Adopt WELS 3 ticks water fittings at pantry', 'Adopt low VOC carpet for more than 80% floor area', 'Adopt TAZ Acoustic panel in MD office']",Commercial,['office/commercial'],"['smart & healthy building', 'resource stewardship', 'resource stewardship', 'resource stewardship']","['resource stewardship', 'smart & healthy building']"
50A10A54-B1B7-47AF-9F7F-2E7927830AFE,ITE College West,Green Mark Platinum,FY14,114480,"1 Choa Chu Kang Grove, Singapore 688236",688236,23,Gammon Capital (West) Pte Ltd,,,,,,,DTZ Facilities & Engineering (S) Limited,DTZ Facilities & Engineering (S) Limited,DTZ Facilities & Engineering (S) Limited,-,ITE College West is a vocational institution located at 1 Choa Chu Kang Grove and houses 4 schools: School of Business & Services School of Engineering School of Electronics & Info-Communications Technology and School of Hospitality.,"['Achieved ETTV of 39 W/m2', 'Efficient chiller plant with an operating system efficiency of 0.638 kW/RT. Permanent monitoring instrumentation in place for continuous monitoring of chiller system performance. CO2 sensors are also in place for regulation of outdoor air flowrates at the Air Handling Units', 'Extensive use of energy saving T5 fluorescent lightings with high frequency ballasts and PLCs', 'Energy efficient lifts with Variable Voltage Variable Frequency (VVVF) motor drives and sleep mode features', 'Motion sensors are used to control toilet lightings. Operations of the escalators are also optimized with passenger movement sensors. The sensors will activate the escalators when there are approaching passengers which is particularly useful in conserving energy during the off-peak periods', 'Certified PUB Water Efficient Building. Basin taps and sink/bib taps are adopting “Excellent” water efficient flowrates. Water urinals are used in the development', 'Sustainable products including low VOC waterproofing membranes and paints eco-concrete recycled mineral fibre ceiling boards and partition boards are extensively used within the development']",Institutional,"['office/commercial', 'educational/research']","['building energy performance', 'building energy performance', 'smart & healthy building', 'smart & healthy building', 'building energy performance', 'building energy performance', 'smart & healthy building', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'sustainable management', 'resource stewardship', 'smart & healthy building']","['building energy performance', 'sustainable management', 'smart & healthy building', 'resource stewardship']"
50A8E2C9-8C5A-4DC2-8E62-B5B86B5B1E33,One George Street,Green Mark Gold,FY06,51713,1 George StreetSingapore 049145,49145,1,,DCA Architects Pte Ltd,T Y Lin International Ltd,Squire Mech Pte Ltd,Sitetectonix Pte Ltd,,Kajima Overseas Asia Pte Ltd,,-,-,-,One George Street is a 23-storey office building with a 5-storey podium a basement and ancillary facilities located at Singapore\'s Central Business District. Designed with energy efficiency  sustainability and user comfort in mind the features include an energy efficient facade system and rooftop gardens.,"['A state-of-the-art facade system which allows optimum daylight penetration while reducing glare and heat transmission', 'Extensive use of landscaping and skygardens to reduce ambient air temperature', 'The building is also structurally designed to allow future extension floors. This eliminates the need to demolish and rebuild in the future']",Commercial,['office/commercial'],[],[]
50B96142-E642-4653-9F4F-8DEE3473EF9B,"School of Art, Design and Media Nanyang Technological University",Green Mark Platinum,FY11,0,"81 Nanyang Drive, Singapore 637458",637458,22,Nanyang Technological University,,,,,,,Office of Facilities Planning and Management,-,-,-,School of Art Design and Media (SADM) os a 5-storeys teaching for Divisional Art Design and Media in Nanyang Technological University.  The building is a combination of office lecture theatre library and auditorium.,"['Estimated energy savings: 119 134 kWh/yr; Estimated water savings: 1 171 m3/yr', 'Air-conditioning plant system with efficiency of 0.67 kW/ton', 'Motion sensors for all toilets and corridors', 'CO2 sensor installed at all AHUs to modulate fresh air intake', 'Extensive greenery with 100% green roof', 'Refrigerant leak detection system and auto condenser tube cleaning system', 'Collection system for rainwater and condensates to top up cooling tower']",Institutional,"['recreational/culture', 'office/commercial', 'educational/research']","['resource stewardship', 'smart & healthy building', 'building energy performance', 'smart & healthy building', 'smart & healthy building', 'sustainable management', 'sustainable management', 'sustainable management', 'resource stewardship', 'resource stewardship']","['resource stewardship', 'sustainable management', 'building energy performance', 'smart & healthy building']"
3DB39301-6487-43FF-AC2E-8E78AE338392,Visa Worldwide Pte Limited,Green Mark Gold Plus,FY17,1028,"10 Eunos Road 8, Singapore Post Centre, Level 9, Singapore 408600",408600,14,Visa Worldwide Pte Ltd,,,J Roger Preston (S) Pte Ltd,,,,AD Incorporation Pte Ltd,Facility Link Pte Ltd,CBRE Pte Ltd,-,Visa occupies 1 028sqm of office space located in Singapore Post Centre Level 9. The office has multi-functional work space that promotes collaborative working with discussion areas and meeting rooms. The office is design to high efficiency lightings with low power consumption at 8.64W/m2. The office desks are equipped with adjustable height workbench to enhance ergonomics to provide people oriented work environment.,['Motion sensors throughout the office to minimize energy usage2. High efficient lighting design giving low lighting power budget of 8.64W/m23. Office desk equipped with height adjustable feature to provide people oriented work environment4. Auxiliary air-con provided to open plan office and meeting rooms for after office usage with timer set for 2 hours usage5. Sustainable procurement policy in place with extensive use of environmentally friendly office products'],Commercial,['office/commercial'],"['sustainable management', 'sustainable management', 'building energy performance', 'smart & healthy building']","['sustainable management', 'building energy performance', 'smart & healthy building']"
3DF4E33C-E574-4C06-81F2-D3DCC9B6828D,BNP Paribas Wealth Management,Green Mark Gold,FY16,4597,"10 Collyer Quay, Level 35 to 36, Ocean Financial Centre, Singapore 049315",49315,1,BNP Paribas Wealth Management,,,,,,,,-,-,-,Located at 10 Collyer Quay Ocean Financial Centre BNP Paribas Wealth Management occupies full floors on Level 35 and 36. BNP Paribas Wealth Management is a leading global private bank and provides a private investor clientele with solutions for optimizing and managing their assets.,['Use of Energy Star office equipment2. Implementation of green procurement and purchasing policy with extensive use of sustainable office stationery and cleaning products3. Adopting of comprehensive waste recycling program'],Commercial,['office/commercial'],"['sustainable management', 'sustainable management', 'sustainable management', 'sustainable management', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'resource stewardship']","['sustainable management', 'resource stewardship']"
3E63BAA1-6D3F-4FE2-A056-5BDD6D06EC13,Holiday Inn Express Singapore Orchard Road,Green Mark Platinum,FY12,7365.55,"20 Bideford Road, Singapore 229921",229921,9,Valeside Pte Ltd,JGP Architecture (S) Pte Ltd,JS Tan & Associates,United Project Consultants Pte Ltd,,,Kienta Engineering Construction Pte Ltd,APSA Pte Ltd,Kaer Pte Ltd,Lightcraft,-,Holiday Inn Express is a business class category hotel located off Orchard Road Singapore\'s prime shopping district. This 18-storey hotel has 221 guestrooms with modern amenities ideal for business travel. The hotel will operate with minimum energy and water consumption to conserve resources and help protect the environment   while giving guests optimum comfort and convenience.,"['Estimated energy savings: 1 623 495 kWh/yr; Estimated water savings: 9 400 m3/yr', 'Green roof and green wall', 'Self cleaning paint for wall', 'Thermally broken frame to reduce heat transfer', 'Recycling of FCU condensate water for cooling make up water', 'Extensive use of LED lighting', 'Energy efficient ACMV system', 'Extensive use of environmental friendly materials']",Hotel,"['office/commercial', 'hotel']","['resource stewardship', 'sustainable management', 'sustainable management', 'building energy performance', 'resource stewardship', 'resource stewardship', 'smart & healthy building', 'building energy performance', 'sustainable management', 'resource stewardship']","['resource stewardship', 'sustainable management', 'building energy performance', 'smart & healthy building']"
3E76D8CA-D0D4-4D39-AC6A-46972B9EB124,"School of Art, Design and Media",Green Mark Platinum,FY15,18799,"81 Nanyang Drive, Singapore 637458",637458,22,Nanyang Technological University,,,,,,,SMM Pte Ltd,-,Nagarajan Balamurugan,-,School of Art Design and Media was completed in 2007 as an institutional building with offices laboratory libraries and lecture theatres. The building is located at 81 Nanyang Drive Singapore 637458. The highlight of this building is the verdant turfed roof which blends with ground contour. Environmentally it helps to lower the roof temperature and surrounding areas. The gross floor area of the building is 18 799.43 m2 with 4 storey.,"[' Estimated energy savings: 83 333 kWh/yr ; Estimated water savings: 25 m3/yr', ' Rain water and AHU condensate water collection', ' Extensive roof garden with Auto-irrigation system', ' High efficiency lighting', ' Energy efficient chilled water system with chiller plant system efficiency of 0.66 kW/ton', ' Low-E glass', ' Weather based temperature control']",Institutional,"['office/commercial', 'educational/research']","['resource stewardship', 'building energy performance', 'resource stewardship', 'sustainable management', 'resource stewardship', 'smart & healthy building', 'smart & healthy building']","['resource stewardship', 'sustainable management', 'building energy performance', 'smart & healthy building']"
3E86857C-ED2D-4A28-8FBC-91E81836723F,Project Coordination Centre at Tuas New Shipyard,Green Mark Platinum,FY14,14633,"80 Tuas South Boulevard, Singapore 637051",637051,22,Jurong Shipyard Pte Ltd,Sembcorp Architect & Engineers Pte Ltd,Sembcorp Architect & Engineers Pte Ltd,Sembcorp Architect & Engineers Pte Ltd,Chen Wa Landscape,,Ang Cheng Guan Construction Pte Ltd,Building System & Diagnostics Pte Ltd,-,-,-,One office block 6 stories located at Tuas South Boulevard with GFA of 14 410 sqm. Occupied by the shipyard operator Jurong Shipyard Pte Ltd as their Project Coordination Centre.,"[' Estimated energy savings: 766 513 kwh/yr ; Estimated water savings: 7 977 m3', ' RETV/ETTV (w/m2): 39.16 W/m2', ' Overall Air-conditioning efficiency of 0.66 kW/RT', ' Self cleaning paint for all external facades', ' Extensive use of water fittings that are WELS 3 ticks rated', ' Use of about 2754 tonnes of Recycled Concrete Aggregates and 1154 tonnes of Washed Copper Slag to replace concrete coarse and fine aggregates respectively', ' Recover condensate water for cooling tower makeup', ' Energy Efficient T5 and LED lighting']",Others,['office/commercial'],"['resource stewardship', 'building energy performance', 'resource stewardship', 'resource stewardship', 'smart & healthy building', 'smart & healthy building']","['resource stewardship', 'building energy performance', 'smart & healthy building']"
3EB5D9D8-C091-4C84-8285-D162DC2CE99C,Artemis Grill Pte Ltd,Green Mark Certified,FY17,566,"138 Market Street, #40-01 CapitaGreen, Singapore 048946",48946,1,Artemis Grill Pte Ltd,,,Update Asia Pte Ltd,,,8build Pte Ltd,Building System & Diagnostics Pte Ltd,Sennen Design Pte Ltd,Flair Illume Pte Ltd,-,Artemis Grill Pte Ltd is a new pan-Mediterranean shop located at Level 40 of CapitaGreen building. Being located next to the roof garden and having full-height glass windows Artemis Grill provides customers very pleasant dining experience with fantastic outdoor view.Artemis Grill is committed to having sustainable practices in all aspects of its operation.,['Use of 100% LED fittings to achieve 63% savings in lighting power density compared to Singapore code.2. Efficient exhaust system and pressurization to avoid odour migration from kitchen to the restaurant space.3. Sustainable consumable materials in the restaurant by means of reusable (ie. washable) cutlery'],Retail,"['recreational/culture', 'office/commercial']","['sustainable management', 'building energy performance', 'smart & healthy building']","['sustainable management', 'building energy performance', 'smart & healthy building']"
3EE9A55B-A169-41BA-B3C1-28C15B9FEF3C,United World College of South East Asia - East Campus,Green Mark Platinum,FY15,76000,"1 Tampines Street 73, Singapore 528704",528704,18,United Word College of South East Asia - East Campus,,,,,,,United Word College of South East Asia - East Campus,-,-,-,"United World College South East Asia (UWCSEA) is an International school with 2 campus in Dover and Tampines educating over 5000 students from 4 – 18 years old the Tampines campus is the colleges second campus.
The campus consists of a 4 storey specialist early years building and 2 blocks of 6 storey educational blocks housing classrooms and specialist teaching facilities. The 2 storey sports complex houses 4 basketball courts a 50m swimming pool and a 10 000 m2 artificial turf pitch which also doubles as a non-potable water catchment system for the school.
Since its completion and opening in 2011 the school has actively strived to maintain itsdesign energy efficiency of <70 Kw/h per m2/per year and added additional energy and water efficiency features to enhance its efficiency through proactive facilities management.
The central chilled water plant of 1600 tons has a daily operating efficiency of 0.58 KW/T","[' Estimated energy savings: 3 081 960 kwh/yr  ; Estimated water savings: 83 481 m3/yr', ' Highly efficient air-conditioning system (operating at better than <0.58KW/T and airside on average < 0.2 KW/ton.)', ' Motion sensor lighting at all private lift lobbies changing rooms and common staircases. Daylighting sensors in classrooms', ' Rooftop garden Building façades incorporate huge green walls to reduce the ambient temperature', ' Collection of rainwater for landscape irrigation use using a rain garden', ' The use of “Excellent” water efficient fittings throughout', ' Passive design and building layout to minimise heat gain and maximise natural ventilation']",Institutional,"['residential', 'recreational/culture', 'office/commercial', 'industrial', 'educational/research']","['resource stewardship', 'sustainable management', 'smart & healthy building', 'sustainable management', 'sustainable management', 'sustainable management', 'sustainable management', 'sustainable management', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'building energy performance', 'building energy performance']","['resource stewardship', 'sustainable management', 'building energy performance', 'smart & healthy building']"
3F333318-5EBD-422B-AC3E-59D41AAC2F23,Esplanade - Theatres on the Bay,Green Mark Gold,FY12,105170,"1 Esplanade Drive, Singapore 038981",38981,1,"Ministry of Information, Communication and The Arts (MICA)",DP Architects Pte Ltd,,PWD Consultants Pte Ltd,Mao Sheng Quanji Construction Pte Ltd,,Penta-Ocean Construction Co. Ltd,,-,-,-,"A GFA of 105 170 m2 the Esplanade is a purpose built centre for performing arts containing a 1 600 seat concert hall. A 2 000 seat theatre an outdoor theatre; accommodated by retail and food spaces at the Esplanade Mall.
 <Photo by Mori Hidetaka Courtesy of Esplanade – Theatres on the Bay>","['Upgrading of rainwater harvesting system for use of cooling towers and irrigation saved over 3 500 m3/year', 'Carpark ventilation fans are designed to operate based on CO level', 'Over 99% of fluorescent luminaries are T5 lamps with electronic ballast']",Others,"['recreational/culture', 'office/commercial']","['resource stewardship', 'resource stewardship', 'resource stewardship']",['resource stewardship']
3F3A0C04-B734-41B3-8B3B-FD1AE000018B,*SCAPE,Green Mark Certified,FY10,13103.13,"2 orchard link, #05-01",237978,9,"Ministry of Community Development, Youth and Sports",RSP Architects Planners & Engineers (Pte) Ltd,RSP Architects Planners & Engineers (Pte) Ltd,Squire Mech Pte Ltd,,,,Acviron Acoustics Consultants Pte Ltd,-,-,-,Proposed 5-Storey Civic & Community Development for *Scape Youth Community Place on Lots SL1219L SL1220N PT SL1306N SL1303T & SL1309XPT TS21 at Orchard Link Grange Road & Devonshire Road (Orchard Planning Area),['The building orientation is North-South minimizing the west-facing facades. West-facing facades are designed mainly as RC walls with aluminum cladding2. Conserving 17 nos. of existing rain trees on site gives the opportunity to create the massing amongst the trees3. Usage of energy efficient air-conditioning system for defined spaces whilest the common areas i.e. corridors/ sky terraces are natural ventilated platforms for impromptu youth activities4. Grey tinted glass & use of double-glazing facades to reduce the amount of heat from the sun from entering the air conditioned spaces.5. Provision of sun pipes to bring daylight into the public concourse which is a semi basement space. The 7nos. of sun pipes also acts as part of the architectural features of the development6. Provision of energy efficient lighting system such as T5 lights with high frequency ballasts7. Provision of efficient lifts and escalators designed with VVVF machine roomless autolighting & ventilation fans and slow down features8. Provision of environmental friendly materials and recycled content products to promote a healthy indoor environment9. Provision of bicycle lots and hybrid car lot to promote healthy lifestyle'],Institutional,['recreational/culture'],"['sustainable management', 'sustainable management', 'sustainable management', 'sustainable management', 'building energy performance', 'building energy performance', 'building energy performance', 'resource stewardship', 'smart & healthy building', 'smart & healthy building', 'smart & healthy building']","['sustainable management', 'building energy performance', 'smart & healthy building', 'resource stewardship']"
3F4572AD-08A1-4F02-9645-F0D684A6BC59,KB-1,Green Mark Certified,FY12,46670,"1 Kaki Bukit Ave 3, Singapore 416087",416087,14,Housing & Development Board,Housing & Development Board,,Housing & Development Board,Housing & Development Board,,Evan Lim & Co Pte Ltd,,-,-,-,"KB-1 managed by HDB is a 10-storey flatted light-and-general trade industrial
property sitting along Kaki Bukit Ave 3.
Completed in 2000 it houses a total of 127 units with a GFA of 46670 sqm.","['Use of energy efficient installations (T5 motion sensor)', 'A PUB Water Efficient Building', 'Proactive facility management practices towards environmental sustainability including close monitoring of energy and water consumptions via the Utilities Monitoring Database']",Industrial,"['residential', 'industrial']","['building energy performance', 'smart & healthy building', 'resource stewardship', 'resource stewardship', 'sustainable management']","['building energy performance', 'sustainable management', 'smart & healthy building', 'resource stewardship']"
3FAF21A0-710A-4117-8136-298ECD2CE4B8,National University of Singapore - Frontier,Green Mark Gold Plus,FY16,4800.92,"Science Drive 2, Singapore 117546",117546,5,National University of Singapore,AR43 Architects Pte Ltd,Hainal-Konyi Pte Ltd,Parsons Brinckerhoff Pte Ltd,,,Lian Soon Construction Pte Ltd,CPG Consultants Pte Ltd (CPGreen),-,-,-,The National University of Singapore -- Frontier is a two storey institutional building located along Science Drive 2 at the Kent Ridge campus of NUS. It houses two canteens and various student lounges meeting and conference rooms as well as study areas.,['Naturally ventilated canteen dining area2. Energy efficient LED lighting for all areas except mechanical spaces which use T5 lighting achieving over 56% in savings over the SS553 baseline3. Exclusive use of WELS excellent products for all water fittings4. Widespread use of SGLS and SGBC certified green products5. Extensive use of green concrete including recycled concrete aggregates and washed copper slag'],Institutional,['educational/research'],"['sustainable management', 'sustainable management', 'building energy performance', 'resource stewardship', 'resource stewardship', 'resource stewardship', 'smart & healthy building']","['sustainable management', 'building energy performance', 'smart & healthy building', 'resource stewardship']"
4002DBD0-3596-4783-8B29-5C11A850A508,McDonald's Suntec City 2 (STC2),Green Mark Gold Plus,FY17,485.35,"3 Temasek Boulevard, #02-732/733 Suntec City Mall, Singapore 038983",38983,1,HanBaoBao PTE LTD,Archideas Design Inc.,,Tyelin & Associates Consulting Engineers,,,Megabuilders & Development Pte Ltd,Metropolitan Green Design & Technology,-,Myth Design,-,This tenanted premise is located in the Suntec City area with high office and retail traffic. The restaurant has a built-up area (GFA) of 485.35sqm with an interior seating capacity of 129. Although the restaurant space is tenanted STC2 was conceptualized as a green restaurant from the design phase. The restaurant is built to be energy and water efficient and utilizes LED lighting in its energy improvement strategy. Other energy efficient equipment include the next generation low oil volume (LOV) fryer air-cooled ice maker innovative Halton hood technology for efficient heat extensive skylights for daylight harvesting and exhaust fume extractions SmartDri hand dryer energy efficient air-con system and energy star dish washer.,['The Low Oil Volume Fryer (LOV) utilizes an innovative design they allow restaurants to cook the same amount of product while using approximately 40% less oil using approximately 4% less energy than standard types2. Halton Hood technology providing innovative and highly efficient heat load cooking fumes and odour extraction in the kitchen while reducing annual energy consumption by more than 6%3. Utilizes a mixture of LED and energy efficient lighting achieving a lighting budget of 7.34W/m2 an improvement of 51.1% over 15W/m2 as stipulated in SS530. Zoning of lighting for different usage/location; Scheduling control to switch on and/or off the lightings is not needed beyond the scheduled period; Colour coded lighting switches enable flexibility for staff to manage the lighting zones to the needs of the store4. The restaurant is also designed with large floor to ceiling glazed windows with low-e value allowing natural daylight harvesting throughout the day. The glass properties reduce solar radiation thereby reducing the heat load for the air-conditioning system5. The restaurant is designed with Positive pressurization of the dining areas to reduce the ingress of heat outdoor particulates dust insects and odour while the kitchen has Negative pressurization with high extraction rates for kitchen odour hot exhaust air and cooking fumes'],Retail,['office/commercial'],['smart & healthy building'],['smart & healthy building']
4014F075-B569-443B-9DFD-70DDFEF26535,Cambridge Associates Asia Pte Ltd,Green Mark Certified,FY15,1538,51 Bras Basah Road Manulife Centre #03-01 to 04 Singapore 189554,189554,7,Cambridge Associates Asia Pte Ltd,,,,,,,,-,-,-,-,['T5 lights for office area 2. Video conferencing facilities available 3. Controllable fan speeds for air-conditioning units'],Commercial,[],[],[]
4072E117-C6EB-401A-B4C5-B1215881FD4C,FairPrice Xtra at Changi Business Park,Green Mark Gold,FY16,3358.86,"8 Changi Business Park Avenue 1, #01-51 & #02-51. S(486018)",486018,16,NTUC FairPrice Co-operative Ltd,,,J Roger Preston Pte Ltd / Victor Engineering & Trading Pte Ltd,,,,VSD Engineering Enterprises Pte Ltd,-,-,-,-,['Energy efficient LED lighting installed to minimize lighting energy consumption. Auto zonal lighting controls and occupancy sensors to conserve energy.2. Energy efficient refrigeration system using electronically commutated (EC) fans for condensers transducers and energy savings system.3. Sinks and basins are fitted with water-efficient taps to minimize water usage'],Retail,"['recreational/culture', 'office/commercial']","['resource stewardship', 'resource stewardship', 'resource stewardship', 'smart & healthy building']","['resource stewardship', 'smart & healthy building']"
40cc39b3-15e4-4259-9fe5-d0f122b71f17,Century Square,Green Mark Platinum,FY21,30400,"2 Tampines Central 5, 529509 Singapore",529509,18,The MCST Plan No. 2193,,,,,,,Frasers Property Singapore,Johnson Controls (S) Pte Ltd,Johnson Controls (S) Pte Ltd,-,"Century Square is a 6-storey shopping mall in Tampines, Singapore. It is managed by Frasers Property and complements the larger Tampines retail ecosystem. Century Square offers 6 levels of retail, entertainment and F&B options for the discerning shopper. Besides the 160 shops, shoppers can also enjoy a wide array of family-friendly services and activity spaces. It occupies a total floor space of 30,400 sqm (GFA excluding Car Park area), and 2 basement parking levels with 308 parking lots. The mall operates from 10:00 a.m. to 10:00 p.m. daily","['Performance guarantee for chiller plant and air side equipment on monthly basis', 'Innovative thermal storage system for low night load condition', 'Measurement and monitoring of outdoor fresh air rate at dedicated outdoor air system', 'Use of EC Plenum fans for all PAHUs and AHUs for better part load efficiencies', 'Use of smart valves at all PAHUs and AHUs for monitoring and controls6. 100% use of efficient LED lightings at all common areas and back-of-house areas']",Commercial,"['recreational/culture', 'office/commercial']","['building energy performance', 'smart & healthy building', 'building energy performance', 'smart & healthy building', 'smart & healthy building']","['building energy performance', 'smart & healthy building']"
4134368C-DCE3-4623-8C40-B6A1312D8AEC,City Developments Limited,Green Mark Gold Plus,FY11,0,"180 Kitchener Road, #B2-29 City Square Mall, Singapore 208539",208539,8,City Developments Limited,,,,,,SETSCO Services Pte Ltd,CBM Pte Ltd,-,-,-,City Square Mall is located at the junction of Serangoon and Kitchener Roads and is directly connected to Farrer Park MRT station. Owned & managed by City Developments Limited City Square Mall is Singapore\'s first eco-mall and is one of the largest malls in Singapore with 700 000 sq ft of gross retail space. The mall has some 200 tenants that cater to the lifestyle needs of everyone in the family and offers the perfect setting for the community to meet shop and play while acquiring an eco-learning experience.,"[""The mall has some 200 tenants that cater to the lifestyle needs of everyone in the family and offers the perfect setting for the community to meet shop and play while acquiring an eco-learning experience.Resides in City Square Mall BCA\\'s Green Mark Platinum Building"", 'Use of zoned air-conditioning and energy efficient lighting', 'Sets weekly targets to achieve and monitors electricity and water consumption', 'Has an inter-department recycling chart', 'Use of hardware such as drinking glass for visitors', 'Has a designated green corner']",Commercial,"['recreational/culture', 'office/commercial']","['sustainable management', 'sustainable management', 'resource stewardship', 'resource stewardship', 'sustainable management', 'sustainable management']","['sustainable management', 'resource stewardship']"
413D7343-EB25-4FAC-B237-2092AA302844,Tech-Link Logistics Hub,Green Mark Platinum,FY15,93432,"10 Bulim Avenue, Singapore 648165",648165,22,Development 8 Pte Ltd,3HPArchitects Pte Ltd,Beca Carter Hollings & Ferner (S.E.Asia) Pte Ltd,J.M Pang & Seah Pte Ltd,,,Figtree Projects Pte Ltd,Figtree Projects Pte Ltd,-,Building System & Diagnostics Pte Ltd,-,Tech-Link Storage Hub is a warehouse development with 9-storey single-user ramp-up warehouse with ancillary staff canteen located at bulim avenue Singapore. It is developed with greatly awareness of how important sustainable is for the building user and the environment. This project is designed with extensive green features through passive and active strategies with holistic approach. This project also comes with a dynamic energy consumption display that allows an interactive tenant involvement to encourage for energy saving and green committee that will conduct a regular meeting for the sustainability of this program towards to building user awareness and involvement. ,"['.Dynamic Energy Consumption Display for building user involvement and awareness', '.High performance facade system', '.Chiller plant system with efficiency of 0.59 kW/RTon', '.Skylight for introducing natural daylighting at the top floor of warehouse spaces with photocell sensor', '.Motion sensor at every warehouse aisles', '.100% ""excellent"" WELS rating water efficient fittings in the building', '.Extensive sustainable products']",Industrial,['industrial'],"['smart & healthy building', 'smart & healthy building', 'resource stewardship', 'resource stewardship', 'sustainable management']","['resource stewardship', 'sustainable management', 'smart & healthy building']"
418E32B7-C5D4-42E1-ADDF-6B19C2742C70,Health Sciences Authority,Green Mark Gold Plus,FY17,17226.12,"11 Outram Road, Singapore 169078",169078,3,Health Sciences Authority,,,,,,,Indeco Engineers Pte Ltd,Mascardo Roger Jr Tialengco,DTZ Facilities & Engineering (S) Limited,-,The Health Sciences Authority (HSA) was formed on 1 Apr 2001 as a statutory board of the Singapore Ministry of Health with the integration of five specialized agencies: the Centre of Drug Evaluation; Institute of Sence and Forensic Medicine; National Pharmaceutical Administration; Product Regulation Department; and Singapore Blood Transfusion Service.,['Efficient chiller operating at 0.634kW/RT 2. T8 LED lighting for all common areas in HSA Building 3. Basement carpark lighting controlled by photo cell sensor and some common areas 4. Motion sensors for pantries toilets staircases and corridors 5. PUB Water efficient building'],Institutional,"['educational/research', 'government/security']","['resource stewardship', 'resource stewardship', 'smart & healthy building', 'smart & healthy building']","['resource stewardship', 'smart & healthy building']"
4190745D-FFD8-4584-A271-9E2BC0B60A6F,Central Mall Office Tower,Green Mark Platinum,FY17,15794,"1 Magazine Road, Singapore 059567",59567,1,Centro Property Holdings Pte Ltd,,,,,,,CBM Pte Ltd,CBM Solutions Pte Ltd,CBM Solutions Pte Ltd,-,Central Mall Office Tower was constructed in 1997. It is a 7-storey commercial building which consists mainly of offices and showrooms and is located at 1 Magazine Road. Lying within close proximity to Chinatown Central Mall Office Tower is conveniently accessible by both public and private transport. The car parks are located at basement 1 and level 2 and 2M. The building has a total Gross Floor Area of 15 769.32 m2 with an estimated air-conditioned area of 14 200 m2.,['Energy efficient light fittings such as LEDs and T5 lightings2. Carbon monoxide detection system for ventilation in carparks3. Motion sensors in toilets and staircases4. Water fittings complying to â€˜Excellentâ€™ WELS rating5. Green roof6. Use of low VOC paint and environmentally friendly adhesives7. Variable Speed Drives used for chiller system'],Commercial,['office/commercial'],"['sustainable management', 'sustainable management', 'sustainable management', 'sustainable management', 'building energy performance', 'building energy performance', 'resource stewardship', 'resource stewardship', 'smart & healthy building', 'smart & healthy building']","['sustainable management', 'building energy performance', 'smart & healthy building', 'resource stewardship']"
41DA95D1-1573-4432-8348-CF76305C8A98,Marina at Keppel Bay,Green Mark Gold,FY12,3000,"2 Keppel Bay Vista, Marina at Keppel Bay, Singapore 098382",98382,4,Keppel Bay Pte Ltd,AWP Pte Ltd,,Beca Carter Hollings & Ferner,Cicada Pte Ltd,,Penta Ocean Construction Co. Ltd,Keppel Bay Pte Ltd,-, T.Y. Lin International Pte Ltd ,-,Marina Club of 3000m2 for club and 4-storey of car-park include basement. There are 3 F&B outlets an in-house function room & wine bar,"['Estimated energy savings:367 928 kWh/yr', 'Vertical Garden', 'VVVF Lift', 'Building Management and IP camera system integration', 'LED T8 Flourescent Lighting at Car Park', 'CO sensor']",Retail,"['recreational/culture', 'industrial']","['building energy performance', 'smart & healthy building', 'building energy performance']","['building energy performance', 'smart & healthy building']"
